ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.07 [],70.275,20.275000000000006,30,50
ROI.09 [],105.285,5.284999999999997,80,100
ROI.09 [],130.285,0.0,130,150
ROI.09 [],148.779,0.0,130,150
ROI.10 [],60.79,10.79,30,50
ROI.10 [],78.777,28.777,30,50
ROI.10 [],105.285,5.284999999999997,80,100
ROI.10 [],130.285,0.0,130,150
ROI.11 [],111.78,11.780000000000001,80,100
ROI.11 [],130.285,0.0,130,150
ROI.12 [],70.275,20.275000000000006,30,50
ROI.12 [],98.782,0.0,80,100
ROI.13 [],70.275,20.275000000000006,30,50
ROI.13 [],74.284,24.284000000000006,30,50
ROI.13 [],163.277,13.276999999999987,130,150
ROI.14 [],105.285,5.284999999999997,80,100
ROI.14 [],130.285,0.0,130,150
ROI.15 [],105.285,5.284999999999997,80,100
ROI.15 [],130.285,0.0,130,150
ROI.16 [],105.285,5.284999999999997,80,100
ROI.16 [],130.285,0.0,130,150
ROI.17 [],76.784,26.784000000000006,30,50
ROI.17 [],112.786,12.786000000000001,80,100
ROI.17 [],130.285,0.0,130,150
ROI.17 [],139.277,0.0,130,150
ROI.19 [],32.777,0.0,30,50
ROI.19 [],70.275,20.275000000000006,30,50
ROI.19 [],74.786,24.786,30,50
ROI.19 [],98.287,0.0,80,100
ROI.19 [],163.778,13.777999999999992,130,150
ROI.19 [],203.283,53.28299999999999,130,150
ROI.20 [],105.285,5.284999999999997,80,100
ROI.20 [],130.285,0.0,130,150
ROI.21 [],123.795,23.795,80,100
ROI.22 [],105.285,5.284999999999997,80,100
ROI.22 [],130.285,0.0,130,150
ROI.22 [],139.277,0.0,130,150
ROI.22 [],146.788,0.0,130,150
ROI.23 [],32.777,0.0,30,50
ROI.23 [],70.275,20.275000000000006,30,50
ROI.23 [],203.776,53.77600000000001,130,150
ROI.000 [],104.779,4.778999999999996,80,100
ROI.000 [],130.285,0.0,130,150
