ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.20 [],37.778,7.777999999999999,30,50
ROI.20 [],46.277,16.277,30,50
ROI.20 [],65.777,35.777,30,50
ROI.20 [],75.278,45.278000000000006,30,50
ROI.20 [],84.777,4.777000000000001,80,100
ROI.20 [],91.276,11.275999999999996,80,100
ROI.20 [],108.777,28.777,80,100
ROI.20 [],139.777,9.776999999999987,130,150
ROI.20 [],159.288,29.28800000000001,130,150
ROI.20 [],173.777,43.77699999999999,130,150
ROI.20 [],180.277,50.27699999999999,130,150
