ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],59.277,9.277000000000001,30,50
ROI.01 [],80.277,0.0,80,100
ROI.01 [],101.779,1.7789999999999964,80,100
ROI.01 [],123.777,23.777,80,100
ROI.01 [],151.276,1.2760000000000105,130,150
ROI.02 [],41.277,0.0,30,50
ROI.02 [],97.277,0.0,80,100
ROI.02 [],147.278,0.0,130,150
ROI.03 [],59.277,9.277000000000001,30,50
ROI.03 [],78.277,28.277,30,50
ROI.03 [],101.779,1.7789999999999964,80,100
ROI.03 [],131.277,0.0,130,150
ROI.03 [],159.276,9.27600000000001,130,150
ROI.04 [],63.277,13.277000000000001,30,50
ROI.04 [],95.787,0.0,80,100
ROI.04 [],113.777,13.777000000000001,80,100
ROI.04 [],163.276,13.27600000000001,130,150
ROI.05 [],30.777,0.0,30,50
ROI.05 [],51.778,1.7779999999999987,30,50
ROI.05 [],80.277,0.0,80,100
ROI.05 [],105.277,5.277000000000001,80,100
ROI.05 [],130.28,0.0,130,150
ROI.05 [],154.278,4.277999999999992,130,150
ROI.06 [],43.776,0.0,30,50
ROI.06 [],101.276,1.2759999999999962,80,100
ROI.06 [],132.776,0.0,130,150
ROI.07 [],51.778,1.7779999999999987,30,50
ROI.07 [],76.277,26.277,30,50
ROI.07 [],95.787,0.0,80,100
ROI.07 [],131.277,0.0,130,150
ROI.07 [],151.276,1.2760000000000105,130,150
ROI.08 [],31.288,0.0,30,50
ROI.08 [],51.778,1.7779999999999987,30,50
ROI.08 [],72.277,22.277,30,50
ROI.08 [],103.783,3.7830000000000013,80,100
ROI.08 [],130.784,0.0,130,150
ROI.08 [],151.276,1.2760000000000105,130,150
ROI.09 [],38.777,0.0,30,50
ROI.09 [],86.277,0.0,80,100
ROI.09 [],132.776,0.0,130,150
ROI.10 [],47.777,0.0,30,50
ROI.10 [],95.276,0.0,80,100
ROI.10 [],131.776,0.0,130,150
ROI.11 [],38.777,0.0,30,50
ROI.11 [],100.276,0.27599999999999625,80,100
ROI.11 [],140.784,0.0,130,150
ROI.12 [],49.276,0.0,30,50
ROI.12 [],101.276,1.2759999999999962,80,100
ROI.12 [],150.276,0.27600000000001046,130,150
ROI.13 [],49.276,0.0,30,50
ROI.13 [],101.276,1.2759999999999962,80,100
ROI.13 [],137.277,0.0,130,150
ROI.14 [],30.777,0.0,30,50
ROI.14 [],52.293,2.2929999999999993,30,50
ROI.14 [],80.277,0.0,80,100
ROI.14 [],105.277,5.277000000000001,80,100
ROI.14 [],130.784,0.0,130,150
ROI.14 [],155.777,5.776999999999987,130,150
ROI.15 [],51.778,1.7779999999999987,30,50
ROI.15 [],80.277,0.0,80,100
ROI.15 [],104.777,4.777000000000001,80,100
ROI.15 [],130.28,0.0,130,150
ROI.15 [],151.276,1.2760000000000105,130,150
ROI.17 [],58.787,8.786999999999999,30,50
ROI.17 [],79.777,29.777,30,50
ROI.17 [],110.777,10.777000000000001,80,100
ROI.17 [],130.28,0.0,130,150
ROI.17 [],153.277,3.276999999999987,130,150
ROI.18 [],49.276,0.0,30,50
ROI.18 [],101.276,1.2759999999999962,80,100
ROI.18 [],150.276,0.27600000000001046,130,150
ROI.19 [],63.779,13.779000000000003,30,50
ROI.19 [],113.777,13.777000000000001,80,100
ROI.19 [],163.276,13.27600000000001,130,150
ROI.20 [],39.776,0.0,30,50
ROI.20 [],96.78,0.0,80,100
ROI.20 [],147.776,0.0,130,150
ROI.21 [],42.776,0.0,30,50
ROI.21 [],95.276,0.0,80,100
ROI.21 [],141.276,0.0,130,150
ROI.21 [],177.278,27.27799999999999,130,150
ROI.22 [],56.276,6.276000000000003,30,50
ROI.22 [],73.277,23.277,30,50
ROI.22 [],103.783,3.7830000000000013,80,100
ROI.22 [],130.28,0.0,130,150
ROI.22 [],152.777,2.776999999999987,130,150
ROI.23 [],39.776,0.0,30,50
ROI.23 [],89.277,0.0,80,100
ROI.23 [],138.276,0.0,130,150
ROI.24 [],32.777,0.0,30,50
ROI.24 [],89.777,0.0,80,100
ROI.24 [],138.276,0.0,130,150
ROI.25 [],46.776,0.0,30,50
ROI.25 [],96.78,0.0,80,100
ROI.25 [],132.776,0.0,130,150
