ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],30.107999999999993,0.0,30,50
ROI.01 [],80.70799999999997,0.0,80,100
ROI.01 [],130.108,0.0,130,150
ROI.03 [],30.107999999999993,0.0,30,50
ROI.03 [],80.90799999999999,0.0,80,100
ROI.03 [],130.108,0.0,130,150
ROI.06 [],30.107999999999993,0.0,30,50
ROI.06 [],80.90799999999999,0.0,80,100
ROI.06 [],130.108,0.0,130,150
ROI.07 [],30.107999999999993,0.0,30,50
ROI.07 [],80.90799999999999,0.0,80,100
ROI.07 [],130.108,0.0,130,150
ROI.08 [],30.107999999999993,0.0,30,50
ROI.08 [],81.10799999999998,0.0,80,100
ROI.08 [],130.108,0.0,130,150
ROI.14 [],30.107999999999993,0.0,30,50
ROI.14 [],81.20799999999997,0.0,80,100
ROI.14 [],130.108,0.0,130,150
